state,statefp,county,countyfp,year,month,trap_type,num_sites,num_collection_events,num_trap_nights,num_aegypti_collected,num_albopictus_collected,num_collections_aegypti,num_collections_albopictus
Wisconsin,55,Dane,025,2017,8,BGS,11,33,33,0,17,0,11
Wisconsin,55,Dane,025,2017,9,BGS,11,44,44,0,8,0,4
Wisconsin,55,Dane,025,2017,10,BGS,11,33,33,0,6,0,3
Wisconsin,55,Dane,025,2017,6,CO2,6,24,24,0,0,0,0
Wisconsin,55,Dane,025,2017,7,CO2,6,22,22,0,0,0,0
Wisconsin,55,Dane,025,2017,8,CO2,7,25,25,0,0,0,0
Wisconsin,55,Dane,025,2017,9,CO2,7,13,13,0,0,0,0
Wisconsin,55,Milwaukee,079,2017,6,GRAV,13,13,13,0,0,0,0
Wisconsin,55,Milwaukee,079,2017,7,GRAV,20,58,58,0,0,0,0
Wisconsin,55,Milwaukee,079,2017,8,GRAV,20,100,100,0,0,0,0
Wisconsin,55,Milwaukee,079,2017,9,GRAV,20,60,60,0,0,0,0
Wisconsin,55,Waukesha,133,2017,7,BGS,5,7,12,0,67,0,5
Wisconsin,55,Waukesha,133,2017,8,BGS,10,35,35,0,21,0,9
Wisconsin,55,Waukesha,133,2017,9,BGS,11,44,44,0,4,0,4
Wisconsin,55,Waukesha,133,2017,10,BGS,11,33,33,0,8,0,5
Wisconsin,55,Dane,025,2018,5,BGS,5,15,15,0,0,0,0
Wisconsin,55,Dane,025,2018,6,BGS,5,20,20,0,0,0,0
Wisconsin,55,Dane,025,2018,7,BGS,5,5,5,0,0,0,0
Wisconsin,55,Dane,025,2018,6,CO2,7,26,26,0,0,0,0
Wisconsin,55,Dane,025,2018,7,CO2,7,35,35,0,0,0,0
Wisconsin,55,Dane,025,2018,8,CO2,7,21,21,0,0,0,0
Wisconsin,55,Dane,025,2018,9,CO2,3,12,12,0,0,0,0
Wisconsin,55,Dane,025,2018,6,GRAV,7,26,26,0,0,0,0
Wisconsin,55,Dane,025,2018,7,GRAV,7,34,34,0,0,0,0
Wisconsin,55,Dane,025,2018,8,GRAV,7,21,21,0,0,0,0
Wisconsin,55,Milwaukee,079,2018,6,GRAV,20,60,60,0,0,0,0
Wisconsin,55,Milwaukee,079,2018,7,GRAV,20,100,100,0,0,0,0
Wisconsin,55,Milwaukee,079,2018,8,GRAV,20,80,80,0,0,0,0
Wisconsin,55,Milwaukee,079,2018,9,GRAV,20,80,80,0,0,0,0
Wisconsin,55,Waukesha,133,2018,5,BGS,5,15,15,0,0,0,0
Wisconsin,55,Waukesha,133,2018,6,BGS,5,15,15,0,5,0,3
Wisconsin,55,Waukesha,133,2018,7,BGS,10,24,24,0,30,0,9
Wisconsin,55,Waukesha,133,2018,8,BGS,10,49,49,0,28,0,8
Wisconsin,55,Waukesha,133,2018,9,BGS,11,31,31,0,36,0,10
Wisconsin,55,Waukesha,133,2018,10,BGS,10,10,10,0,8,0,4
