state,statefp,county,countyfp,year,month,trap_type,num_sites,num_collection_events,num_trap_nights,num_aegypti_collected,num_albopictus_collected,num_collections_aegypti,num_collections_albopictus
Texas,48,Hidalgo,215,2016,5,CO2,6,6,6,1,0,1,0
Texas,48,Hidalgo,215,2016,6,GRAV,3,3,3,6,0,2,0
Texas,48,Hidalgo,215,2016,6,CO2,1,1,1,0,0,0,0
Texas,48,Hidalgo,215,2016,8,CO2,1,1,1,0,0,0,0
Texas,48,Hidalgo,215,2016,9,CO2,2,2,2,0,0,0,0
Texas,48,Hidalgo,215,2016,9,BGS,5,5,5,5,0,1,0
Texas,48,Hidalgo,215,2016,10,BGS,1,1,1,0,0,0,0
Texas,48,Hidalgo,215,2017,6,CO2,2,2,2,0,0,0,0
Texas,48,Hidalgo,215,2017,6,BGS,5,5,5,4,0,3,0
Texas,48,Hidalgo,215,2017,7,GRAV,1,1,1,0,0,0,0
Texas,48,Hidalgo,215,2017,9,BGS,4,4,4,5,4,3,1
Texas,48,Hidalgo,215,2017,9,GRAV,1,1,1,0,0,0,0
Texas,48,Hidalgo,215,2017,10,BGS,11,11,11,32,49,5,3
Texas,48,Hidalgo,215,2017,10,GRAV,2,2,2,2,0,2,0
Texas,48,Hidalgo,215,2017,11,CO2,3,3,3,53,3,3,2
Texas,48,Hidalgo,215,2017,11,BGS,10,10,10,32,3,6,1
Texas,48,Hidalgo,215,2017,12,BGS,14,14,14,82,3,13,2
Texas,48,Hidalgo,215,2017,12,CO2,8,8,8,36,1,7,1
Texas,48,Hidalgo,215,2018,1,BGS,1,1,1,0,0,0,0
Texas,48,Hidalgo,215,2018,2,CO2,1,1,1,0,0,0,0
Texas,48,Hidalgo,215,2018,2,GRAV,2,2,2,0,0,0,0
Texas,48,Hidalgo,215,2018,2,BGS,4,4,4,3,0,2,0
Texas,48,Hidalgo,215,2018,3,BGS,6,6,6,3,0,2,0
Texas,48,Hidalgo,215,2018,3,GRAV,3,3,3,0,0,0,0
Texas,48,Hidalgo,215,2018,4,CO2,1,1,1,0,0,0,0
Texas,48,Hidalgo,215,2018,4,GRAV,3,3,3,0,0,0,0
Texas,48,Hidalgo,215,2018,4,BGS,10,10,10,40,1,7,1
Texas,48,Hidalgo,215,2018,5,BGS,33,33,33,138,92,20,8
Texas,48,Hidalgo,215,2018,5,CO2,3,3,3,2,0,2,0
Texas,48,Hidalgo,215,2018,5,GRAV,5,5,5,3,2,2,1
Texas,48,Hidalgo,215,2018,6,BGS,23,23,23,82,23,17,3
Texas,48,Hidalgo,215,2018,6,GRAV,2,2,2,0,0,0,0
Texas,48,Hidalgo,215,2018,6,CO2,15,15,15,137,0,13,0
Texas,48,Hidalgo,215,2018,7,CO2,6,6,6,17,0,4,0
Texas,48,Hidalgo,215,2018,7,BGS,8,8,8,24,0,5,0
Texas,48,Hidalgo,215,2018,7,GRAV,3,3,3,16,0,3,0
Texas,48,Hidalgo,215,2018,8,BGS,20,20,20,27,19,10,4
Texas,48,Hidalgo,215,2018,8,CO2,1,1,1,0,0,0,0
Texas,48,Hidalgo,215,2018,8,GRAV,4,4,4,0,0,0,0
Texas,48,Hidalgo,215,2018,9,CO2,1,1,1,17,0,1,0
Texas,48,Hidalgo,215,2018,9,BGS,32,32,32,536,236,23,5
Texas,48,Hidalgo,215,2018,9,GRAV,2,2,2,1,0,1,0
Texas,48,Hidalgo,215,2018,10,CO2,3,3,3,39,0,3,0
Texas,48,Hidalgo,215,2018,10,BGS,17,17,17,984,45,16,3
Texas,48,Tarrant,439,2018,3,GRAV,8,8,8,0,0,0,0
Texas,48,Tarrant,439,2018,4,BGS,45,101,101,9,53,5,8
Texas,48,Tarrant,439,2018,4,GRAV,108,324,324,5,28,5,19
Texas,48,Tarrant,439,2018,5,BGS,52,119,119,121,229,29,37
Texas,48,Tarrant,439,2018,5,GRAV,176,647,647,190,393,72,127
Texas,48,Tarrant,439,2018,6,BGS,57,157,157,434,621,58,76
Texas,48,Tarrant,439,2018,6,GRAV,179,653,653,550,874,164,238
Texas,48,Tarrant,439,2018,7,BGS,51,145,145,401,606,68,72
Texas,48,Tarrant,439,2018,7,GRAV,178,660,660,866,735,223,224
Texas,48,Tarrant,439,2018,8,BGS,56,150,150,1355,427,93,63
Texas,48,Tarrant,439,2018,8,CO2,2,2,2,4,2,1,2
Texas,48,Tarrant,439,2018,8,GRAV,178,687,687,1567,1167,292,287
Texas,48,Tarrant,439,2018,9,BGS,48,108,108,3344,142,83,38
Texas,48,Tarrant,439,2018,9,GRAV,170,484,484,4734,843,382,179
Texas,48,Tarrant,439,2018,10,BGS,43,104,104,2553,207,79,28
Texas,48,Tarrant,439,2018,10,GRAV,176,483,483,2969,553,301,105
Texas,48,Tarrant,439,2018,11,BGS,17,20,20,31,1,12,1
Texas,48,Tarrant,439,2018,11,CO2,2,2,2,0,0,0,0
Texas,48,Tarrant,439,2018,11,GRAV,75,96,96,36,2,17,2
Texas,48,Tarrant,439,2017,3,BGS,4,4,4,0,0,0,0
Texas,48,Tarrant,439,2017,3,GRAV,18,26,26,0,4,0,4
Texas,48,Tarrant,439,2017,4,BGS,48,95,95,72,185,21,26
Texas,48,Tarrant,439,2017,4,GRAV,110,306,306,22,153,17,83
Texas,48,Tarrant,439,2017,5,BGS,54,125,125,99,194,30,37
Texas,48,Tarrant,439,2017,5,GRAV,162,533,533,109,384,65,158
Texas,48,Tarrant,439,2017,6,BGS,60,159,159,618,926,72,69
Texas,48,Tarrant,439,2017,6,GRAV,165,632,632,767,1382,236,279
Texas,48,Tarrant,439,2017,7,BGS,54,129,129,1242,1239,77,82
Texas,48,Tarrant,439,2017,7,GRAV,171,572,572,1169,1647,272,269
Texas,48,Tarrant,439,2017,8,BGS,55,176,176,1207,945,97,80
Texas,48,Tarrant,439,2017,8,CO2,2,3,3,13,8,1,1
Texas,48,Tarrant,439,2017,8,GRAV,171,689,689,998,1169,280,267
Texas,48,Tarrant,439,2017,9,BGS,61,151,151,847,277,78,64
Texas,48,Tarrant,439,2017,9,GRAV,168,627,627,999,676,275,206
Texas,48,Tarrant,439,2017,10,BGS,54,167,167,951,412,82,50
Texas,48,Tarrant,439,2017,10,GRAV,166,646,646,680,458,228,152
Texas,48,Tarrant,439,2017,11,BGS,21,23,23,16,6,2,4
Texas,48,Tarrant,439,2017,11,GRAV,57,90,90,29,10,17,7
Texas,48,Tarrant,439,2017,12,GRAV,11,17,17,0,0,0,0
Texas,48,Cameron,061,2018,11,BGS,8,8,8,66,0,8,0
Texas,48,Cameron,061,2018,10,BGS,44,83,83,671,39,62,18
Texas,48,Cameron,061,2018,9,BGS,52,127,127,955,51,99,23
Texas,48,Cameron,061,2018,8,BGS,46,150,150,6747,22,109,14
Texas,48,Cameron,061,2018,7,BGS,51,130,130,1028,113,113,34
Texas,48,Cameron,061,2018,6,BGS,47,83,83,339,13,62,11
Texas,48,Cameron,061,2018,5,BGS,54,145,145,581,49,98,19
Texas,48,Cameron,061,2018,4,BGS,50,102,102,189,30,57,15
Texas,48,Cameron,061,2018,3,BGS,112,112,112,256,16,67,8
Texas,48,Cameron,061,2018,2,BGS,95,96,96,119,8,42,6
Texas,48,Cameron,061,2018,1,BGS,76,77,77,29,4,20,4
Texas,48,Cameron,061,2017,12,BGS,51,51,51,252,23,38,10
Texas,48,Cameron,061,2017,11,BGS,73,670,670,3160,301,533,134
Texas,48,Cameron,061,2017,10,BGS,84,806,806,5191,592,641,197
Texas,48,Cameron,061,2017,9,BGS,70,753,753,4048,338,580,136
Texas,48,Cameron,061,2017,8,BGS,74,601,601,4424,175,522,85
Texas,48,Cameron,061,2017,7,BGS,65,388,388,7186,163,371,69
Texas,48,Cameron,061,2017,6,BGS,67,462,462,3962,82,41,48
Texas,48,Cameron,061,2017,5,BGS,85,455,455,1578,37,344,31
Texas,48,Cameron,061,2017,4,BGS,71,475,475,2617,85,403,59
Texas,48,Cameron,061,2017,3,BGS,85,592,592,3630,226,483,100
Texas,48,Cameron,061,2017,2,BGS,61,368,368,1522,201,291,59
Texas,48,Cameron,061,2017,1,BGS,68,272,272,462,149,199,53
Texas,48,Cameron,061,2017,1,GRAV,19,24,24,21,2,10,2
Texas,48,Cameron,061,2016,12,BGS,4,5,5,21,0,4,0
Texas,48,Cameron,061,2016,12,GRAV,10,19,19,14,0,13,0
Texas,48,Cameron,061,2016,11,GRAV,4,6,6,1,4,1,2
Texas,48,Cameron,061,2016,10,GRAV,4,33,33,72,24,18,10
Texas,48,Cameron,061,2016,9,GRAV,5,10,20,15,14,8,3
Texas,48,Cameron,061,2016,8,GRAV,5,11,11,8,0,4,0
