state,statefp,county,countyfp,year,month,trap_type,num_sites,num_collection_events,num_trap_nights,num_aegypti_collected,num_albopictus_collected,num_collections_aegypti,num_collections_albopictus
North Carolina,37,Bertie,15,2018,6,BGS,1,2,2,0,7,0,2
North Carolina,37,Bertie,15,2018,7,BGS,1,4,4,0,7,0,2
North Carolina,37,Bertie,15,2018,8,BGS,1,4,4,0,11,0,3
North Carolina,37,Bertie,15,2018,9,BGS,1,4,4,0,23,0,4
North Carolina,37,Bertie,15,2018,10,BGS,1,4,4,0,3,0,1
North Carolina,37,Bertie,15,2018,11,BGS,1,2,2,0,0,0,0
North Carolina,37,Bertie,15,2019,5,BGS,1,1,7,0,1,0,1
North Carolina,37,Bertie,15,2019,6,BGS,1,2,8,0,5,0,2
North Carolina,37,Bertie,15,2019,7,BGS,2,3,3,0,4,0,2
North Carolina,37,Bertie,15,2019,8,BGS,1,1,1,0,5,0,1
North Carolina,37,Bertie,15,2019,9,BGS,1,1,1,0,2,0,1
North Carolina,37,Chowan,41,2018,6,BGS,1,2,2,0,6,0,1
North Carolina,37,Chowan,41,2018,7,BGS,1,4,4,0,1,0,1
North Carolina,37,Chowan,41,2018,8,BGS,1,4,4,0,3,0,1
North Carolina,37,Chowan,41,2018,9,BGS,1,4,4,0,3,0,1
North Carolina,37,Chowan,41,2018,10,BGS,1,4,4,0,0,0,0
North Carolina,37,Chowan,41,2018,11,BGS,1,1,1,0,0,0,0
North Carolina,37,Chowan,41,2019,5,BGS,1,1,7,0,4,0,1
North Carolina,37,Chowan,41,2019,6,BGS,1,2,8,0,0,0,0
North Carolina,37,Chowan,41,2019,7,BGS,1,2,2,0,0,0,0
North Carolina,37,Chowan,41,2019,8,BGS,1,1,1,0,0,0,0
North Carolina,37,Edgecombe,65,2018,5,CO2,2,5,5,0,0,0,0
North Carolina,37,Edgecombe,65,2018,5,GRAV,1,1,1,0,0,0,0
North Carolina,37,Edgecombe,65,2018,6,CO2,1,4,4,0,4,0,2
North Carolina,37,Edgecombe,65,2018,6,GRAV,1,1,1,0,3,0,1
North Carolina,37,Edgecombe,65,2018,7,CO2,2,8,8,0,1,0,1
North Carolina,37,Edgecombe,65,2018,7,GRAV,1,1,1,0,0,0,0
North Carolina,37,Edgecombe,65,2018,8,CO2,2,8,8,0,2,0,2
North Carolina,37,Edgecombe,65,2018,8,GRAV,1,1,1,0,2,0,1
North Carolina,37,Edgecombe,65,2018,9,CO2,2,8,8,0,3,0,1
North Carolina,37,Edgecombe,65,2018,9,GRAV,1,1,1,0,6,0,1
North Carolina,37,Edgecombe,65,2018,10,CO2,2,8,8,0,2,0,2
North Carolina,37,Edgecombe,65,2019,5,CO2,1,1,1,0,0,0,0
North Carolina,37,Edgecombe,65,2019,6,CO2,1,2,2,0,0,0,0
North Carolina,37,Edgecombe,65,2019,7,CO2,1,3,3,0,4,0,2
North Carolina,37,Edgecombe,65,2019,8,CO2,1,2,2,0,2,0,1
North Carolina,37,Edgecombe,65,2019,9,CO2,1,3,3,0,2,0,2
North Carolina,37,Edgecombe,65,2019,10,CO2,1,1,1,0,1,0,1
North Carolina,37,Gaston,71,2017,6,CO2,2,2,2,0,0,0,0
North Carolina,37,Gaston,71,2017,8,CO2,3,5,5,0,0,0,0
North Carolina,37,Gaston,71,2018,5,BGS,3,3,3,0,1,0,1
North Carolina,37,Gaston,71,2018,8,BGS,1,1,1,0,8,0,1
North Carolina,37,Gaston,71,2019,3,CO2,1,1,1,0,0,0,0
North Carolina,37,Gaston,71,2019,4,CO2,1,1,1,0,0,0,0
North Carolina,37,Gaston,71,2019,5,CO2,4,10,10,0,2,0,1
North Carolina,37,Gaston,71,2019,6,BGS,4,4,4,0,5,0,2
North Carolina,37,Gaston,71,2019,6,CO2,4,6,6,0,0,0,0
North Carolina,37,Gaston,71,2019,7,BGS,2,2,2,0,1,0,1
North Carolina,37,Gaston,71,2019,7,CO2,5,12,12,0,6,0,3
North Carolina,37,Gaston,71,2019,8,BGS,1,1,1,0,0,0,0
North Carolina,37,Gaston,71,2019,8,CO2,5,16,16,0,7,0,4
North Carolina,37,Gaston,71,2019,9,CO2,5,9,9,0,0,0,0
