"state","statefp","county","countyfp","year","month","trap_type","num_sites","num_collection_events","num_trap_nights","num_aegypti_collected","num_albopictus_collected","num_collections_aegypti","num_collections_albopictus"
"New York",36,"Nassau",59,2010,5,"CO2",42,168,168,0,15,0,9
"New York",36,"Nassau",59,2010,6,"CO2",42,162,162,0,141,0,46
"New York",36,"Nassau",59,2010,6,"GRAV",32,32,32,0,11,0,3
"New York",36,"Nassau",59,2010,7,"CO2",42,137,137,0,255,0,45
"New York",36,"Nassau",59,2010,7,"GRAV",42,92,92,0,93,0,26
"New York",36,"Nassau",59,2010,8,"CO2",43,144,144,0,640,0,70
"New York",36,"Nassau",59,2010,8,"GRAV",43,114,114,0,232,0,60
"New York",36,"Nassau",59,2010,9,"CO2",42,129,129,0,440,0,43
"New York",36,"Nassau",59,2010,9,"GRAV",42,97,97,0,217,0,51
"New York",36,"Nassau",59,2010,10,"CO2",5,9,9,0,3,0,2
"New York",36,"Nassau",59,2010,10,"GRAV",6,6,6,0,1,0,1
"New York",36,"Nassau",59,2011,5,"CO2",42,84,84,0,1,0,1
"New York",36,"Nassau",59,2011,6,"CO2",42,167,167,0,135,0,40
"New York",36,"Nassau",59,2011,6,"GRAV",42,58,58,0,28,0,14
"New York",36,"Nassau",59,2011,7,"CO2",42,123,123,0,152,0,42
"New York",36,"Nassau",59,2011,7,"GRAV",42,84,84,0,58,0,28
"New York",36,"Nassau",59,2011,8,"BGS",1,1,1,0,27,0,1
"New York",36,"Nassau",59,2011,8,"CO2",42,119,119,0,495,0,63
"New York",36,"Nassau",59,2011,8,"GRAV",42,85,85,0,65,0,28
"New York",36,"Nassau",59,2011,9,"CO2",47,74,74,0,75,0,28
"New York",36,"Nassau",59,2011,9,"GRAV",42,70,70,0,60,0,22
"New York",36,"Nassau",59,2012,4,"CO2",21,42,42,0,0,0,0
"New York",36,"Nassau",59,2012,5,"CO2",42,197,197,0,25,0,12
"New York",36,"Nassau",59,2012,6,"CO2",42,158,158,0,171,0,53
"New York",36,"Nassau",59,2012,6,"GRAV",42,63,63,0,40,0,16
"New York",36,"Nassau",59,2012,7,"CO2",42,132,132,0,652,0,66
"New York",36,"Nassau",59,2012,7,"GRAV",42,96,96,0,402,0,57
"New York",36,"Nassau",59,2012,8,"CO2",53,190,190,0,2322,0,139
"New York",36,"Nassau",59,2012,8,"GRAV",53,137,137,0,1144,0,111
"New York",36,"Nassau",59,2012,9,"CO2",45,88,88,0,736,0,61
"New York",36,"Nassau",59,2012,9,"GRAV",45,68,68,0,317,0,42
"New York",36,"Nassau",59,2013,5,"CO2",42,168,168,0,3,0,2
"New York",36,"Nassau",59,2013,6,"CO2",42,159,159,0,133,0,49
"New York",36,"Nassau",59,2013,6,"GRAV",42,84,84,0,71,0,22
"New York",36,"Nassau",59,2013,7,"CO2",43,129,129,0,839,0,70
"New York",36,"Nassau",59,2013,7,"GRAV",43,98,98,0,375,0,52
"New York",36,"Nassau",59,2013,8,"CO2",42,153,153,0,1010,0,82
"New York",36,"Nassau",59,2013,8,"GRAV",42,102,102,0,575,0,74
