"state","statefp","county","countyfp","year","month","trap_type","num_sites","num_collection_events","num_trap_nights","num_aegypti_collected","num_albopictus_collected","num_collections_aegypti","num_collections_albopictus"
"Florida",12,"Collier",21,2015,10,"CO2",17,73,73,69,0,5,0
"Florida",12,"Collier",21,2015,11,"CO2",14,43,43,9,0,4,0
"Florida",12,"Collier",21,2015,12,"CO2",9,35,35,5,0,2,0
"Florida",12,"Collier",21,2016,1,"CO2",2,2,2,0,0,0,0
"Florida",12,"Collier",21,2016,2,"CO2",2,2,2,0,0,0,0
"Florida",12,"Collier",21,2016,3,"CO2",10,49,49,0,2,0,1
"Florida",12,"Collier",21,2016,4,"CO2",11,40,40,0,3,0,2
"Florida",12,"Collier",21,2016,5,"BGS",8,11,11,54,38,6,6
"Florida",12,"Collier",21,2016,5,"CO2",11,38,38,0,4,0,1
"Florida",12,"Collier",21,2016,6,"BGS",8,23,23,316,40,21,4
"Florida",12,"Collier",21,2016,6,"CO2",11,56,56,8,18,1,2
"Florida",12,"Collier",21,2016,7,"BGS",2,15,15,1036,0,15,0
"Florida",12,"Collier",21,2016,7,"CO2",12,63,63,2,21,1,5
"Florida",12,"Collier",21,2016,8,"CO2",13,70,70,11,25,3,6
"Florida",12,"Collier",21,2016,9,"CO2",13,68,68,0,6,0,4
"Florida",12,"Collier",21,2016,10,"CO2",9,29,29,0,17,0,3
"Florida",12,"Collier",21,2016,11,"CO2",9,31,31,0,6,0,1
"Florida",12,"Collier",21,2016,12,"BGS",1,2,2,1,0,1,0
"Florida",12,"Collier",21,2016,12,"CO2",9,33,33,0,5,0,2
"Florida",12,"Collier",21,2017,1,"BGS",3,3,3,2,1,2,1
"Florida",12,"Collier",21,2017,1,"CO2",7,20,20,0,0,0,0
"Florida",12,"Collier",21,2017,2,"BGS",3,7,7,26,7,5,3
"Florida",12,"Collier",21,2017,2,"CO2",1,1,1,0,0,0,0
"Florida",12,"Collier",21,2017,3,"CO2",7,8,8,0,0,0,0
"Florida",12,"Collier",21,2017,4,"BGS",2,2,2,3,1,1,1
"Florida",12,"Collier",21,2017,5,"BGS",3,7,7,156,1,6,1
"Florida",12,"Collier",21,2017,5,"CO2",3,5,5,0,24,0,1
"Florida",12,"Collier",21,2017,6,"BGS",2,8,8,202,5,8,4
"Florida",12,"Collier",21,2017,6,"CO2",7,24,24,0,16,0,1
"Florida",12,"Collier",21,2017,7,"BGS",12,46,46,331,16,33,10
"Florida",12,"Collier",21,2017,7,"CO2",10,48,48,217,40,5,3
"Florida",12,"Collier",21,2017,8,"BGS",5,15,15,23,0,8,0
"Florida",12,"Collier",21,2017,8,"CO2",9,44,44,0,72,0,2
"Florida",12,"Collier",21,2017,9,"BGS",1,1,1,0,0,0,0
"Florida",12,"Collier",21,2017,9,"CO2",5,10,10,192,3808,1,4
"Florida",12,"Collier",21,2017,10,"BGS",13,47,47,43,2,15,2
"Florida",12,"Collier",21,2017,10,"CO2",4,19,19,0,0,0,0
"Florida",12,"Collier",21,2017,11,"BGS",1,1,1,1,0,1,0
"Florida",12,"Collier",21,2017,11,"CO2",4,8,8,0,16,0,1
"Florida",12,"Collier",21,2017,12,"CO2",7,7,7,0,64,0,1
"Florida",12,"Collier",21,2018,2,"BGS",9,25,25,12,0,9,0
"Florida",12,"Collier",21,2018,2,"CO2",9,20,20,1,9,1,2
"Florida",12,"Collier",21,2018,3,"BGS",4,8,8,4,0,4,0
"Florida",12,"Collier",21,2018,3,"CO2",6,6,6,0,0,0,0
"Florida",12,"Collier",21,2018,4,"BGS",8,28,28,11,0,7,0
"Florida",12,"Collier",21,2018,4,"CO2",6,10,10,8,0,1,0
"Florida",12,"Collier",21,2018,5,"BGS",5,13,13,13,0,5,0
"Florida",12,"Collier",21,2018,5,"CO2",7,13,13,0,4,0,1
"Florida",12,"Collier",21,2018,6,"BGS",1,4,4,8,0,2,0
"Florida",12,"Collier",21,2018,6,"CO2",10,54,54,68,4,2,1
"Florida",12,"Collier",21,2018,7,"BGS",2,13,13,47,18,6,1
"Florida",12,"Collier",21,2018,7,"CO2",14,92,92,66,34,2,2
"Florida",12,"Collier",21,2018,8,"BGS",12,30,30,66,6,15,3
"Florida",12,"Collier",21,2018,8,"CO2",10,67,67,6,2,2,1
"Florida",12,"Collier",21,2018,9,"BGS",8,20,20,54,2,9,2
"Florida",12,"Collier",21,2018,9,"CO2",11,72,72,4,93,1,4
