state,statefp,county,countyfp,year,month,trap_type,num_sites,num_collection_events,num_trap_nights,num_aegypti_collected,num_albopictus_collected,num_collections_aegypti,num_collections_albopictus
New Jersey,34,Cumberland,11,2017,6,CO2,3,5,5,0,0,0,0
New Jersey,34,Cumberland,11,2017,6,GRAV,4,5,5,0,0,0,0
New Jersey,34,Cumberland,11,2017,7,CO2,6,10,10,0,8,0,3
New Jersey,34,Cumberland,11,2017,7,GRAV,6,9,9,0,9,0,3
New Jersey,34,Cumberland,11,2017,8,BGS,7,10,10,0,248,0,8
New Jersey,34,Cumberland,11,2017,8,CO2,7,11,11,0,5,0,2
New Jersey,34,Cumberland,11,2017,8,GRAV,4,4,4,0,4,0,1
New Jersey,34,Cumberland,11,2017,9,BGS,5,5,5,0,66,0,4
New Jersey,34,Cumberland,11,2017,9,CO2,9,13,13,0,30,0,4
New Jersey,34,Cumberland,11,2017,9,GRAV,3,4,4,0,9,0,2
New Jersey,34,Cumberland,11,2017,10,BGS,4,8,8,0,103,0,6
New Jersey,34,Cumberland,11,2017,10,CO2,4,8,8,0,11,0,3
New Jersey,34,Cumberland,11,2017,10,GRAV,3,4,4,0,6,0,2
New Jersey,34,Cumberland,11,2018,6,BGS,2,2,2,0,16,0,1
New Jersey,34,Cumberland,11,2018,6,CO2,4,9,9,0,34,0,8
New Jersey,34,Cumberland,11,2018,6,GRAV,5,7,7,0,1,0,1
New Jersey,34,Cumberland,11,2018,7,BGS,1,2,2,0,9,0,2
New Jersey,34,Cumberland,11,2018,7,CO2,2,3,3,0,0,0,0
New Jersey,34,Cumberland,11,2018,7,GRAV,3,4,4,0,0,0,0
New Jersey,34,Cumberland,11,2018,8,CO2,10,18,18,0,47,0,5
New Jersey,34,Cumberland,11,2018,8,GRAV,7,11,11,0,10,0,5
New Jersey,34,Cumberland,11,2018,9,BGS,1,5,5,0,49,0,5
New Jersey,34,Cumberland,11,2018,9,CO2,10,15,15,0,0,0,0
New Jersey,34,Cumberland,11,2018,9,GRAV,5,8,8,0,4,0,1
New Jersey,34,Cumberland,11,2018,10,BGS,1,1,1,0,11,0,1
New Jersey,34,Cumberland,11,2018,10,CO2,4,10,10,0,46,0,4
New Jersey,34,Cumberland,11,2018,10,GRAV,3,6,6,0,3,0,2
New Jersey,34,Essex,13,2017,6,GRAV,16,16,16,0,17,0,4
New Jersey,34,Essex,13,2017,7,GRAV,25,25,25,0,45,0,5
New Jersey,34,Essex,13,2017,8,GRAV,47,47,47,0,163,0,6
New Jersey,34,Essex,13,2017,9,GRAV,40,40,40,0,102,0,8
New Jersey,34,Essex,13,2018,6,GRAV,23,23,23,0,4,0,2
New Jersey,34,Essex,13,2018,7,GRAV,25,25,25,0,14,0,5
New Jersey,34,Essex,13,2018,8,GRAV,20,20,20,0,15,0,4
New Jersey,34,Essex,13,2018,9,GRAV,23,23,23,0,10,0,3
New Jersey,34,Essex,13,2018,10,GRAV,11,11,11,0,5,0,1
New Jersey,34,Essex,13,2019,6,CO2,3,3,3,0,1,0,1
New Jersey,34,Essex,13,2019,6,GRAV,10,11,11,0,4,0,2
New Jersey,34,Essex,13,2019,7,CO2,3,3,3,0,2,0,2
New Jersey,34,Essex,13,2019,7,GRAV,17,21,21,0,10,0,5
New Jersey,34,Essex,13,2019,8,CO2,1,1,1,0,0,0,0
New Jersey,34,Essex,13,2019,8,GRAV,16,16,16,0,36,0,9
New Jersey,34,Essex,13,2019,9,GRAV,13,13,13,0,6,0,4
New Jersey,34,Mercer,21,2017,6,BGS,49,142,142,0,330,0,56
New Jersey,34,Mercer,21,2017,7,BGS,49,183,183,0,1595,0,106
New Jersey,34,Mercer,21,2017,8,BGS,49,237,237,0,2774,0,143
New Jersey,34,Mercer,21,2017,9,BGS,49,195,195,0,1114,0,98
New Jersey,34,Mercer,21,2017,10,BGS,49,196,196,0,566,0,72
New Jersey,34,Mercer,21,2017,11,BGS,49,49,49,0,61,0,17
New Jersey,34,Mercer,21,2018,5,BGS,43,43,43,0,166,0,32
New Jersey,34,Mercer,21,2018,6,BGS,48,183,183,0,838,0,109
New Jersey,34,Mercer,21,2018,7,BGS,48,229,229,0,4799,0,210
New Jersey,34,Mercer,21,2018,8,BGS,48,184,184,0,5832,0,169
New Jersey,34,Mercer,21,2018,9,BGS,48,188,188,0,3365,0,144
New Jersey,34,Mercer,21,2018,10,BGS,48,179,179,0,3038,0,102
New Jersey,34,Mercer,21,2018,11,BGS,41,41,41,0,4,0,4
New Jersey,34,Mercer,21,2019,6,BGS,39,122,122,0,647,0,80
New Jersey,34,Mercer,21,2019,7,BGS,39,193,193,0,2632,0,129
New Jersey,34,Mercer,21,2019,8,BGS,39,150,150,0,1494,0,106
New Jersey,34,Mercer,21,2019,9,BGS,24,24,24,0,107,0,14
New Jersey,34,Monmouth,25,2017,5,BGS,21,40,40,0,23,0,12
New Jersey,34,Monmouth,25,2017,6,BGS,23,110,110,0,1141,0,104
New Jersey,34,Monmouth,25,2017,7,BGS,22,88,88,0,2141,0,84
New Jersey,34,Monmouth,25,2017,8,BGS,22,104,104,0,4924,0,96
New Jersey,34,Monmouth,25,2017,9,BGS,18,60,60,0,2841,0,59
New Jersey,34,Monmouth,25,2017,10,BGS,17,57,57,0,1169,0,55
New Jersey,34,Monmouth,25,2018,5,BGS,15,15,15,0,89,0,13
New Jersey,34,Monmouth,25,2018,6,BGS,16,64,64,0,679,0,55
New Jersey,34,Monmouth,25,2018,7,BGS,15,60,60,0,1261,0,53
New Jersey,34,Monmouth,25,2018,8,BGS,15,71,71,0,3810,0,65
New Jersey,34,Monmouth,25,2018,9,BGS,14,40,40,0,1865,0,35
New Jersey,34,Monmouth,25,2018,10,BGS,12,28,28,0,1236,0,17
New Jersey,34,Monmouth,25,2019,5,BGS,17,28,28,0,10,0,4
New Jersey,34,Monmouth,25,2019,5,CO2,2,2,3,0,0,0,0
New Jersey,34,Monmouth,25,2019,5,GRAV,1,1,2,0,0,0,0
New Jersey,34,Monmouth,25,2019,6,BGS,19,64,64,0,347,0,44
New Jersey,34,Monmouth,25,2019,6,CO2,5,9,9,0,1,0,1
New Jersey,34,Monmouth,25,2019,6,GRAV,5,8,8,0,9,0,4
New Jersey,34,Monmouth,25,2019,7,BGS,25,80,80,0,1533,0,75
New Jersey,34,Monmouth,25,2019,7,CO2,15,30,30,0,11,0,5
New Jersey,34,Monmouth,25,2019,7,GRAV,11,23,23,0,81,0,15
New Jersey,34,Monmouth,25,2019,8,BGS,21,64,64,0,1146,0,62
New Jersey,34,Monmouth,25,2019,8,CO2,9,18,18,0,6,0,4
New Jersey,34,Monmouth,25,2019,8,GRAV,3,10,10,0,43,0,8
New Jersey,34,Morris,27,2017,6,BGS,3,3,3,0,11,0,1
New Jersey,34,Morris,27,2017,6,GRAV,29,29,29,0,12,0,8
New Jersey,34,Morris,27,2017,7,BGS,3,3,3,0,12,0,3
New Jersey,34,Morris,27,2017,7,CO2,1,1,1,0,1,0,1
New Jersey,34,Morris,27,2017,7,GRAV,34,34,34,0,68,0,11
New Jersey,34,Morris,27,2017,8,GRAV,74,74,74,0,230,0,39
New Jersey,34,Morris,27,2017,9,BGS,1,1,1,0,48,0,1
New Jersey,34,Morris,27,2017,9,GRAV,53,53,53,0,81,0,31
New Jersey,34,Morris,27,2017,10,GRAV,12,12,12,0,12,0,8
New Jersey,34,Morris,27,2018,5,CO2,8,8,8,0,0,0,0
New Jersey,34,Morris,27,2018,5,GRAV,3,3,3,0,0,0,0
New Jersey,34,Morris,27,2018,6,BGS,2,2,2,0,5,0,1
New Jersey,34,Morris,27,2018,6,CO2,11,11,11,0,0,0,0
New Jersey,34,Morris,27,2018,6,GRAV,78,78,78,0,6,0,6
New Jersey,34,Morris,27,2018,7,CO2,23,23,23,0,2,0,2
New Jersey,34,Morris,27,2018,7,GRAV,48,48,48,0,13,0,9
New Jersey,34,Morris,27,2018,8,BGS,2,2,2,0,20,0,2
New Jersey,34,Morris,27,2018,8,CO2,30,30,30,0,17,0,9
New Jersey,34,Morris,27,2018,8,GRAV,98,98,98,0,92,0,31
New Jersey,34,Morris,27,2018,9,BGS,1,1,1,0,12,0,1
New Jersey,34,Morris,27,2018,9,CO2,9,9,9,0,10,0,4
New Jersey,34,Morris,27,2018,9,GRAV,52,52,52,0,17,0,8
New Jersey,34,Morris,27,2018,10,BGS,1,1,1,0,10,0,1
New Jersey,34,Morris,27,2018,10,CO2,10,10,10,0,20,0,4
New Jersey,34,Morris,27,2018,10,GRAV,21,21,21,0,9,0,3
New Jersey,34,Salem,33,2017,6,BGS,4,4,4,0,5,0,2
New Jersey,34,Salem,33,2017,6,CO2,3,5,5,0,13,0,2
New Jersey,34,Salem,33,2017,6,GRAV,5,7,7,0,7,0,2
New Jersey,34,Salem,33,2017,7,BGS,3,4,4,0,12,0,2
New Jersey,34,Salem,33,2017,7,CO2,4,6,6,0,58,0,3
New Jersey,34,Salem,33,2017,7,GRAV,3,5,5,0,19,0,5
New Jersey,34,Salem,33,2017,8,BGS,6,6,6,0,25,0,4
New Jersey,34,Salem,33,2017,8,CO2,4,7,7,0,28,0,4
New Jersey,34,Salem,33,2017,8,GRAV,10,15,15,0,49,0,13
New Jersey,34,Salem,33,2017,9,BGS,3,3,3,0,1,0,1
New Jersey,34,Salem,33,2017,9,CO2,6,8,8,0,4,0,3
New Jersey,34,Salem,33,2017,9,GRAV,8,10,10,0,12,0,4
New Jersey,34,Salem,33,2017,10,BGS,1,1,1,0,1,0,1
New Jersey,34,Salem,33,2017,10,GRAV,2,2,2,0,3,0,1
New Jersey,34,Salem,33,2018,6,BGS,5,5,5,0,0,0,0
New Jersey,34,Salem,33,2018,6,CO2,12,19,19,0,2,0,2
New Jersey,34,Salem,33,2018,6,GRAV,12,25,25,0,3,0,3
New Jersey,34,Salem,33,2018,7,BGS,2,2,2,0,1,0,1
New Jersey,34,Salem,33,2018,7,CO2,5,7,7,0,12,0,2
New Jersey,34,Salem,33,2018,7,GRAV,7,17,18,0,19,0,8
New Jersey,34,Salem,33,2018,8,BGS,4,9,9,0,307,0,6
New Jersey,34,Salem,33,2018,8,CO2,9,20,21,0,438,0,8
New Jersey,34,Salem,33,2018,8,GRAV,9,25,25,0,143,0,22
New Jersey,34,Salem,33,2018,9,BGS,1,2,2,0,9,0,2
New Jersey,34,Salem,33,2018,9,CO2,2,2,2,0,0,0,0
New Jersey,34,Salem,33,2018,9,GRAV,9,16,16,0,51,0,8
New Jersey,34,Salem,33,2018,10,CO2,3,3,3,0,1,0,1
New Jersey,34,Salem,33,2018,10,GRAV,6,7,7,0,21,0,4
New Jersey,34,Salem,33,2019,6,BGS,3,3,3,0,1,0,1
New Jersey,34,Salem,33,2019,6,CO2,5,14,14,0,4,0,1
New Jersey,34,Salem,33,2019,6,GRAV,7,13,13,0,1,0,1
New Jersey,34,Salem,33,2019,7,BGS,2,2,2,0,0,0,0
New Jersey,34,Salem,33,2019,7,CO2,8,16,16,0,0,0,0
New Jersey,34,Salem,33,2019,7,GRAV,5,9,9,0,0,0,0
New Jersey,34,Salem,33,2019,8,CO2,4,5,5,0,0,0,0
New Jersey,34,Salem,33,2019,8,GRAV,2,2,2,0,0,0,0
New Jersey,34,Salem,33,2019,9,CO2,4,9,9,0,0,0,0
New Jersey,34,Salem,33,2019,9,GRAV,3,3,3,0,0,0,0
New Jersey,34,Salem,33,2019,10,CO2,1,1,1,0,0,0,0
New Jersey,34,Sussex,37,2017,5,BGS,5,10,41,0,0,0,0
New Jersey,34,Sussex,37,2017,5,CO2,36,55,55,0,0,0,0
New Jersey,34,Sussex,37,2017,5,GRAV,16,35,129,0,0,0,0
New Jersey,34,Sussex,37,2017,6,BGS,14,45,160,0,2,0,1
New Jersey,34,Sussex,37,2017,6,CO2,45,59,59,0,0,0,0
New Jersey,34,Sussex,37,2017,6,GRAV,28,98,316,0,0,0,0
New Jersey,34,Sussex,37,2017,7,BGS,17,46,168,0,4,0,1
New Jersey,34,Sussex,37,2017,7,CO2,32,38,38,0,0,0,0
New Jersey,34,Sussex,37,2017,7,GRAV,51,130,464,0,3,0,2
New Jersey,34,Sussex,37,2017,8,BGS,19,49,173,0,12,0,4
New Jersey,34,Sussex,37,2017,8,CO2,36,44,44,0,1,0,1
New Jersey,34,Sussex,37,2017,8,GRAV,67,176,615,0,0,0,0
New Jersey,34,Sussex,37,2017,9,BGS,16,47,167,0,0,0,0
