state,statefp,county,countyfp,year,month,trap_type,num_sites,num_collection_events,num_trap_nights,num_aegypti_collected,num_albopictus_collected,num_collections_aegypti,num_collections_albopictus
California,6,Alameda,1,2013,4,CO2,11,11,11,0,0,0,0
California,6,Alameda,1,2013,5,CO2,9,9,9,0,0,0,0
California,6,Alameda,1,2013,6,CO2,11,11,11,0,0,0,0
California,6,Alameda,1,2013,7,CO2,15,15,15,0,0,0,0
California,6,Alameda,1,2013,8,CO2,15,17,17,0,0,0,0
California,6,Alameda,1,2013,9,CO2,11,11,11,0,0,0,0
California,6,Alameda,1,2014,3,CO2,6,6,12,0,0,0,0
California,6,Alameda,1,2014,4,CO2,17,22,22,0,0,0,0
California,6,Alameda,1,2014,4,GAT,4,5,70,0,0,0,0
California,6,Alameda,1,2014,5,CO2,15,16,17,0,0,0,0
California,6,Alameda,1,2014,5,GAT,5,5,70,0,0,0,0
California,6,Alameda,1,2014,6,CO2,22,25,25,0,0,0,0
California,6,Alameda,1,2014,6,GAT,19,34,396,0,0,0,0
California,6,Alameda,1,2014,7,CO2,20,36,36,0,0,0,0
California,6,Alameda,1,2014,7,GAT,20,80,536,0,0,0,0
California,6,Alameda,1,2014,8,CO2,40,71,71,0,0,0,0
California,6,Alameda,1,2014,8,GAT,20,70,339,0,0,0,0
California,6,Alameda,1,2014,9,CO2,15,23,23,0,0,0,0
California,6,Alameda,1,2014,10,CO2,7,10,10,0,0,0,0
California,6,Alameda,1,2014,11,CO2,5,5,5,0,0,0,0
California,6,Alameda,1,2014,12,CO2,6,6,6,0,0,0,0
California,6,Alameda,1,2015,2,CO2,21,21,21,0,0,0,0
California,6,Alameda,1,2015,3,CO2,23,27,27,0,0,0,0
California,6,Alameda,1,2015,4,CO2,35,45,45,0,0,0,0
California,6,Alameda,1,2015,5,CO2,12,12,12,0,0,0,0
California,6,Alameda,1,2015,5,GAT-PRES,1,4,32,NA,NA,0,0
California,6,Alameda,1,2015,6,CO2,117,152,165,0,0,0,0
California,6,Alameda,1,2015,7,CO2,128,184,219,0,0,0,0
California,6,Alameda,1,2015,8,CO2,119,148,163,0,0,0,0
California,6,Alameda,1,2015,9,CO2,93,134,172,0,0,0,0
