"state","statefp","county","countyfp","year","month","trap_type","num_sites","num_collection_events","num_trap_nights","num_aegypti_collected","num_albopictus_collected","num_collections_aegypti","num_collections_albopictus"
"Iowa",19,"Clinton","045",2017,6,"BGS",1,1,7,0,0,0,0
"Iowa",19,"Clinton","045",2017,7,"BGS",2,8,15,0,0,0,0
"Iowa",19,"Clinton","045",2017,8,"BGS",1,7,11,0,0,0,0
"Iowa",19,"Clinton","045",2017,9,"BGS",1,5,18,0,0,0,0
"Iowa",19,"Clinton","045",2018,5,"BGS",1,3,12,0,0,0,0
"Iowa",19,"Clinton","045",2018,6,"BGS",1,9,26,0,0,0,0
"Iowa",19,"Clinton","045",2018,7,"BGS",1,9,39,0,0,0,0
"Iowa",19,"Clinton","045",2018,8,"BGS",1,9,25,0,0,0,0
"Iowa",19,"Clinton","045",2018,9,"BGS",1,9,30,0,0,0,0
"Iowa",19,"Clinton","045",2019,6,"BGS",1,7,19,0,0,0,0
"Iowa",19,"Clinton","045",2019,7,"BGS",1,8,31,0,0,0,0
"Iowa",19,"Clinton","045",2019,8,"BGS",1,12,31,0,0,0,0
"Iowa",19,"Clinton","045",2019,9,"BGS",1,9,25,0,0,0,0
"Iowa",19,"Clinton","045",2017,6,"GAT",2,2,14,0,0,0,0
"Iowa",19,"Clinton","045",2017,7,"GAT",3,4,24,0,0,0,0
"Iowa",19,"Clinton","045",2017,8,"GAT",2,4,28,0,0,0,0
"Iowa",19,"Clinton","045",2017,9,"GAT",2,4,19,0,0,0,0
"Iowa",19,"Clinton","045",2018,5,"GAT",5,10,62,0,0,0,0
"Iowa",19,"Clinton","045",2018,6,"GAT",5,20,140,0,0,0,0
"Iowa",19,"Clinton","045",2018,7,"GAT",5,19,118,0,0,0,0
"Iowa",19,"Clinton","045",2018,8,"GAT",5,20,140,0,0,0,0
"Iowa",19,"Clinton","045",2018,9,"GAT",5,20,130,0,0,0,0
"Iowa",19,"Clinton","045",2019,5,"GAT",4,4,28,0,0,0,0
"Iowa",19,"Clinton","045",2019,6,"GAT",5,22,156,0,0,0,0
"Iowa",19,"Clinton","045",2019,7,"GAT",5,15,118,0,0,0,0
"Iowa",19,"Clinton","045",2019,8,"GAT",5,17,123,0,0,0,0
"Iowa",19,"Clinton","045",2019,9,"GAT",5,19,113,0,0,0,0
"Iowa",19,"Des Moines","057",2017,6,"BGS",2,2,6,0,0,0,0
"Iowa",19,"Des Moines","057",2017,7,"BGS",2,3,6,0,2,0,1
"Iowa",19,"Des Moines","057",2017,8,"BGS",2,8,30,0,21,0,8
"Iowa",19,"Des Moines","057",2017,9,"BGS",2,11,40,0,44,0,9
"Iowa",19,"Des Moines","057",2018,5,"BGS",4,9,55,0,0,0,0
"Iowa",19,"Des Moines","057",2018,6,"BGS",4,14,117,0,2,0,1
"Iowa",19,"Des Moines","057",2018,7,"BGS",4,17,113,0,12,0,5
"Iowa",19,"Des Moines","057",2018,8,"BGS",4,15,115,0,84,0,11
"Iowa",19,"Des Moines","057",2018,9,"BGS",4,16,113,0,147,0,11
"Iowa",19,"Des Moines","057",2019,5,"BGS",4,7,49,0,0,0,0
"Iowa",19,"Des Moines","057",2019,6,"BGS",4,29,119,0,11,0,6
"Iowa",19,"Des Moines","057",2019,7,"BGS",4,41,107,0,11,0,6
"Iowa",19,"Des Moines","057",2019,8,"BGS",4,43,123,0,72,0,20
"Iowa",19,"Des Moines","057",2019,9,"BGS",4,37,87,0,158,0,18
"Iowa",19,"Des Moines","057",2017,6,"GAT",4,4,31,0,0,0,0
"Iowa",19,"Des Moines","057",2017,7,"GAT",5,8,48,0,0,0,0
"Iowa",19,"Des Moines","057",2017,8,"GAT",5,10,81,0,2,0,1
"Iowa",19,"Des Moines","057",2017,9,"GAT",6,17,97,0,27,0,7
"Iowa",19,"Des Moines","057",2018,5,"GAT",10,19,144,0,0,0,0
"Iowa",19,"Des Moines","057",2018,6,"GAT",12,43,301,0,1,0,1
"Iowa",19,"Des Moines","057",2018,7,"GAT",12,40,277,0,12,0,6
"Iowa",19,"Des Moines","057",2018,8,"GAT",12,43,310,0,20,0,6
"Iowa",19,"Des Moines","057",2018,9,"GAT",11,46,282,0,20,0,10
"Iowa",19,"Des Moines","057",2019,5,"GAT",10,20,140,0,0,0,0
"Iowa",19,"Des Moines","057",2019,6,"GAT",10,34,238,0,6,0,5
"Iowa",19,"Des Moines","057",2019,7,"GAT",10,38,238,0,6,0,5
"Iowa",19,"Des Moines","057",2019,8,"GAT",10,50,360,0,29,0,16
"Iowa",19,"Des Moines","057",2019,9,"GAT",10,40,238,0,42,0,15
"Iowa",19,"Fremont","071",2017,6,"BGS",1,3,10,0,0,0,0
"Iowa",19,"Fremont","071",2017,7,"BGS",1,9,16,0,0,0,0
"Iowa",19,"Fremont","071",2017,8,"BGS",1,6,8,0,0,0,0
"Iowa",19,"Fremont","071",2017,9,"BGS",1,5,12,0,0,0,0
"Iowa",19,"Fremont","071",2018,6,"BGS",1,1,7,0,0,0,0
"Iowa",19,"Fremont","071",2018,7,"BGS",1,5,14,0,0,0,0
"Iowa",19,"Fremont","071",2018,8,"BGS",1,10,23,0,0,0,0
"Iowa",19,"Fremont","071",2018,9,"BGS",1,13,33,0,0,0,0
"Iowa",19,"Fremont","071",2017,6,"GAT",4,4,24,0,0,0,0
"Iowa",19,"Fremont","071",2017,7,"GAT",5,18,100,0,0,0,0
"Iowa",19,"Fremont","071",2017,8,"GAT",3,9,32,0,0,0,0
"Iowa",19,"Fremont","071",2017,9,"GAT",4,12,89,0,0,0,0
"Iowa",19,"Fremont","071",2018,5,"GAT",5,5,35,0,0,0,0
"Iowa",19,"Fremont","071",2018,6,"GAT",4,16,112,0,0,0,0
"Iowa",19,"Fremont","071",2018,7,"GAT",5,19,133,0,0,0,0
"Iowa",19,"Fremont","071",2018,8,"GAT",5,20,120,0,0,0,0
"Iowa",19,"Fremont","071",2018,9,"GAT",5,20,130,0,0,0,0
"Iowa",19,"Fremont","071",2019,6,"GAT",5,17,104,0,0,0,0
"Iowa",19,"Fremont","071",2019,7,"GAT",4,15,105,0,0,0,0
"Iowa",19,"Fremont","071",2019,8,"GAT",5,18,130,0,0,0,0
"Iowa",19,"Fremont","071",2019,9,"GAT",4,11,77,0,0,0,0
"Iowa",19,"Jefferson","101",2018,5,"BGS",1,5,14,0,0,0,0
"Iowa",19,"Jefferson","101",2018,6,"BGS",1,13,36,0,0,0,0
"Iowa",19,"Jefferson","101",2018,7,"BGS",1,10,26,0,0,0,0
"Iowa",19,"Jefferson","101",2018,8,"BGS",1,11,25,0,0,0,0
